catch_raw_id,trap_visit_id,release_id,trap_visit_time_end,stream,site,trap_name,species_common_name,capture_run,capture_run_method,adipose_clipped,dead,life_stage,fork_length,weight,num_fish_caught,plus_count,plus_count_methodology,is_random,mark_type,mark_color,mark_position
4053,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4061,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4063,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4071,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4075,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4081,115,6,2024-03-06T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4085,232,7,2024-05-07T09:36:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4091,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4098,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4101,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4108,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4044,122,2,2024-03-27T10:40:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4054,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4059,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4064,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4069,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4072,115,6,2024-03-06T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4079,115,6,2024-03-06T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4082,115,6,2024-03-06T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4089,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4092,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4099,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4102,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4107,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4045,122,2,2024-03-27T10:40:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4055,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4065,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4073,115,6,2024-03-06T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4083,232,7,2024-05-07T09:36:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4093,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4103,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4046,122,2,2024-03-27T10:40:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4056,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4066,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4076,115,6,2024-03-06T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4086,232,7,2024-05-07T09:36:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4095,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4105,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4047,122,2,2024-03-27T10:40:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4057,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4067,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4077,115,6,2024-03-06T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4087,232,7,2024-05-07T09:36:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4094,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4104,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4048,145,3,2024-04-09T11:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,fall,expert judgement,NA,NA,smolt,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4058,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4068,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4078,115,6,2024-03-06T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4088,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4096,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4106,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4050,200,4,2024-05-09T01:30:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,fall,expert judgement,NA,NA,NA,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4060,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4070,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4080,115,6,2024-03-06T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4090,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4100,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4110,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4051,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4062,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4074,146,5,2024-03-20T10:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4084,232,7,2024-05-07T09:36:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4097,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
4109,169,8,2024-04-03T10:11:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,fall,expert judgement,NA,NA,parr,NA,NA,1,NA,NA,NA,bismark brown,NA,NA
